index,sport_isomap_x,sport_isomap_y,sport_tsne_x,sport_tsne_y,sport_umap_x,sport_umap_y
Nigeria,0.08881231061649118,-0.4327972042319756,68.63864,8.522983,7.2695346,17.098167
Ethiopia,-0.3652923249949837,-0.3671350823298831,56.0448,84.879585,9.364454,12.553219
Egypt,-1.1007976488954268,-0.5160394642556088,-204.56223,64.595604,12.911472,10.273726
Congo,0.016263451596546248,0.2827609073673028,133.81276,23.667545,8.237649,13.913532
Tanzania,0.3637731686177037,-0.4114928579233692,84.8911,-24.203907,6.912949,17.034012
South Africa,1.099986753039039,-0.017449182240909408,17.38424,-291.02582,2.73118,17.866917
Kenya,0.7890916928412725,-0.12135556842443639,22.072432,-175.39014,4.8314233,17.77548
Uganda,0.5172670164463885,-0.14041294976084545,53.95653,-107.04487,5.8914275,17.745354
Sudan,-0.2001731688052404,-0.34014689392596087,67.15804,71.62093,9.119642,13.001656
Algeria,-0.7546214489999459,-0.28713357663050576,-17.273552,150.43034,10.003279,11.07566
China,0.5653136767035557,0.103778721895594,95.44763,-128.27454,5.385337,17.148392
India,-0.10719171013362432,-0.35675674165436405,78.59447,54.417706,8.956824,13.291586
Indonesia,0.3967731179368775,-0.29933941741333264,138.54796,-72.65524,6.0519166,16.627516
Pakistan,0.1484260492625878,-0.349542172330589,92.643265,-4.883351,7.33054,16.745438
Bangladesh,0.6913981446222084,-0.17509469957895607,42.16748,-128.54102,5.604467,17.768812
Japan,0.5556516938981708,-0.394127230476481,123.40585,-69.76135,6.1873026,16.7914
Philippines,0.40241742351753473,-0.45274726328466547,70.88729,-32.165573,6.846054,17.349411
Vietnam,0.41823460098535026,0.4335736053681329,123.46114,-135.6901,5.1824455,16.589409
Iran,-0.5736571610605654,-0.4779741598473179,26.813042,104.09421,9.80733,12.077797
Turkey,-0.6888018342785298,-0.40215609211859865,40.665493,164.45352,9.452831,11.544557
Russia,-0.7975274918573723,-0.3320516218344621,-5.104824,133.11266,9.834811,11.325517
Germany,0.8849907041808647,0.5409494700234001,228.13582,-144.2372,4.2968287,15.732287
United Kingdom,1.4246488529611445,-0.0464160849258689,2.8141112,-331.09186,2.3473668,17.45384
France,0.11308969569036544,0.4260986136707652,176.67094,-166.8539,5.244443,15.593237
Italy,-1.1217323694060468,0.05179552800565451,-189.4082,85.941765,12.751696,10.078177
Spain,-0.9501597745771645,-0.07403485829140481,-172.35188,106.700714,12.528276,9.837217
Ukraine,-0.5076453042320719,-0.26032125446966486,19.945932,169.0344,9.398627,11.366617
Poland,0.5045378666537164,0.26484840322068903,172.89102,-143.66846,4.8546324,15.758221
Romania,-0.749633088959399,-0.10068353601466433,-9.341163,173.3214,9.717039,11.051991
Netherlands,1.4129196510503714,0.3488330328121535,31.157118,-323.1834,2.6302083,17.467937
Austria,0.8058069351622215,0.3997294212674345,212.90263,-140.61758,4.628921,15.697875
United States,1.4230576006433062,-0.04887922192457183,-15.385378,-332.0353,2.0907078,17.729176
Mexico,-0.9652414922545268,0.15898072554059137,-202.65102,118.80213,12.413503,10.2461815
Canada,1.2689693409450624,-0.06207971057660701,-21.135195,-293.00424,2.3220847,18.06913
Guatemala,-0.8278915364656999,0.10632617594704058,-118.77924,159.60237,10.672853,10.531575
Haiti,-0.1515540374198361,0.2941038211721625,-20.713102,18.13177,8.205049,13.706499
Cuba,-0.9596658105323249,0.1655944270821627,-205.6818,135.90634,12.222891,10.006832
Dominican Republic,-0.7625966540570968,0.09549086246137632,-28.473034,184.29036,9.7847595,10.792616
Honduras,-0.6744279729663026,0.2625081495223635,-146.69206,198.539,10.897811,10.032497
Nicaragua,-0.8354357863213993,0.20601708097087773,-115.82591,179.08472,10.646638,10.354358
El Salvador,-0.8645897145829454,0.20655254324130554,-177.64407,131.34033,12.23362,10.108494
Brazil,-0.8677720476762774,0.24336162341136308,-191.68031,164.0141,11.762893,10.109104
Argentina,-0.7383719461450267,0.2422301524645143,-153.42984,172.42801,11.189152,10.16866
Peru,-0.831711402136179,0.224286222484631,-166.6609,148.62856,11.616242,10.257773
Venezuela,-0.8198828220801326,0.22043489994814458,-140.44688,158.8117,11.017258,10.375759
Chile,-0.6779034151234795,0.24290174552331195,-40.33473,204.87204,8.954881,10.569509
Ecuador,-0.528514654009665,0.23441380155157004,-68.829796,251.45963,8.263237,10.768116
Bolivia,-0.599986827047726,0.2357477791459043,-62.29134,230.9171,8.4296465,10.405301
Paraguay,-0.5346251200289072,0.27324475715626007,-46.919357,239.66852,8.459597,10.687281
Uruguay,-0.542364646073974,0.19406413631761446,-48.03848,260.61435,8.245176,10.604362
Australia,1.063362552524741,-0.0864885643509962,0.30391312,-282.27866,2.366554,18.13188
Papua New Guinea,0.6410628618715385,-0.02724764198328175,43.092915,-164.32498,5.342717,18.054543
New Zealand,1.2272828166174994,-0.0544779684109431,-5.348028,-302.90622,2.38896,17.9432
Fiji,0.6403796387764716,0.04132963766518572,82.97878,-160.31393,5.297751,17.320498
Solomon Islands,0.5548826571943698,-0.21371347427190487,93.51392,-182.88837,5.659451,16.900753
Vanuatu,0.5963191554817353,0.17423908164512417,98.70136,-155.74011,5.182126,16.971216
Samoa,0.3967234245419297,0.005288174178415308,53.416744,-90.79838,6.139128,17.7717
Kiribati,-0.08048154176541081,-0.17091405272983962,98.27634,46.436707,8.644775,13.633598
Micronesia,0.3561267353939501,0.30927736229746083,155.94742,-136.03903,5.1988773,16.038084
Tonga,0.8126811631142667,0.03024768285350535,44.62631,-181.51346,5.0556116,17.94307
